essay_id,full_text,score
04c4f26,"Dear,state senator

The Electoral College voting method is a very debated subject among the people. That is why I am here to explain to you my opinion on it, and why i think that the whole process needs to be stopped. As you can probably already tell, I completely dis like the whole process all together but anyway here is my letter to you.

The first issue with this process is that there is not that much stability to it. When people vote for who they want as president they're giving their votes to some one else just so the person they gave them to can vote for who they want to,not for the elector that that person actually put down on the ballet. We the people are not even the ones who technically get to pick who we want as president, it's the electors.

This being said brings me to my next point,what is the point of the people voting if we arent even the ones who get to pick the representatives? Yes, they say that when people are voting,they are actually voting for electors but what if the electors dont listen to the peoples votes and only vote for who they want? It is true that the slate of electors is trusted to vote for the parties person they want to elect but, there is always that tiny percentage that the electors can break that trust. When they take these chances they are setting themselves up for disaster.

I hope that you take what I said into consideration. These are just a few of the things that are wrong with the Electoral College system. Its only a matter of time before people like me start to realize everything wrong with the system we have now, and when they do realize the things wrong with it, they will want something done about it. Please help get a better system going and end this Electoral College crap we have now.            ",3
04cecb6,"Are driverless cars really coming? I don't think so. Driverless cars stiil need a driver, they might not even start, or work properly, and the driverless cars will surely bring the number of deaths due to a car accident up. Who wants one now? I don't want to be around one nor do I want anyone to drive these ""driverless"" cars.

The driverless cars, aren't even close to driving themselves, they still need to have the driver's attention. Driverless cars, should be as the title states, cars that are driverless. These cars, will give you warnings when it is going to need you to take control again. The author states, ""In fact, none of the cars developed so far are completely driverless. They can steer, accelerate, and brake themselves, but all are designed to notify the driver when theroad ahead requires human skills, such as navigating through work zones and around accidents."" If these cars were really driverless, they wouldn't need a driver to help them navigate. Are these cars really driverless? No.

Are these cars going to run on gas or electricity? Either way, these cars not start. A car stalls all the time, but those cars we handle, but what about cars that are driverless? Would we know how to fix it or would we have to spend hundreds to get it fixed? These cars will cost hundreds to get fixed over and over again. Who wants to do that? I wouldn't mind having to charge it but then my electricity bill will be over the top expensive.

Would our kids be safe to be in the cars? What happens if our kids are playing and the car starts and the kid gets hurt or even dies? Would it be your fault or the car producers? It woul be everyone's. Ours, for not protecting our kids well enough and the car producers because they didn't think of the children. The number of deaths per year of children due to car accidents are already high, add in a car that might start by itself and run by itself, will increase the number greatly. I wouldn't want my kids near it. Neither should you.

Knowing these facts, do you still want one? Do you want a car that was supposed to be driverless, but you would still need to drive it, or a car that might not even work, or even a car that could possibly kill your kid? I don't. These cars are dangerous, no matter how safe they say it should be. My position on the driverless cars will always be no. ",3
04d0713,"I'm in favor of kipping the Electoral college that to the fact that keep out problems and  its fare to evry one. In the text state that ''The electoral college consists of 538 electors. A majority of 270 electoral votes is requiered to elect the president.'' that shows that the popular vote is the one who wins. Also, In the article says ''The college avoids the problem of elections in which no candidate recives a majority of the votes cast;''And is tre because without the electoral college it will have a lot of candidates that they will not get a majority of vote nether one.

by the way, a dispute over the outcome of an electoral college vote is possible and it hat happend before but it's less likely than a dispute over the populat vote. Voters in presidential elections are people who wants to express a political preference eather than people who thinks that a single vote may decide an elections        ",2
04d13e6,"Having a driverless car may be the gretest or the worst thing someone could have. I am not against on driverless cars because they can be safe, prevent texting and driving accidents, and they alert you when you need to take control of the car. Not only because they drive themselves mean that they are amazing, it can just help to prevent accidents more often.

Driverless cars may be safer than an actual person driving. A mother may have to give the bottle to the baby because it won't stop crying and the car can take care of driving while the mother feeds the baby. Maybe they are listening to music and are more into the music than into the driving. A driverless car can take care of pressing the brake at the right time to stop before something happens. Also that person may not be in good conditions to drive the car and need to get to a doctor or something. That would be if there isn't something else out there that will have to make you take control of the car.

These driverless cars alert you when you need to take the wheel and control it yourself. It is a good thing becuase they probably know that they can't drive through what is happening. Like said in the passage, their can be a traffic jam or there can be an accident and that would be a reason why the car will alert you. It would be a bad thing that the car wouldn't tell you when to take over because it would just stop working all of the sudden and that would't be good. But what would be good is to prevent you from having a accident while texting.

Many teens and even adults now text while driving. They feel like if they don't respond at that instant moment the world is going to end or something. A driverless car can prevent that becuase it can be driving itself and you could answer a call or a text and then get back to driving. The car can prevent you from having an accident from not paying attention to the road. Also maybe you can't find your phone and it keeps on rinigng and it distracts you so the car can take care of the driving while you search for the phone.

In conclusion having a driverless car can be a great thing because you can respond an emergency text without having a fear of dying, it can be safe for you and passengers, and it alerts you when you need to take control. It can be a good thing for the future because more and more technology comes out each year and we are always amazed by everything we see.  ",3
04d2b73,"Do you really need a computer to express your emotions? Updates in technology have found ways for a computer to track facial movements to detect human emotion. This allows computers to detect your emotions before you do. We are told to answer if this technology to read the emotional expressions of students in a classroom is valuable. I believe that this techonlogy is not valuable in a classroom.

My first reason for thinking its not valuable is because it doesn't provide any benefits to the classroom. Why does our expression or emotion need to be known by the teacher or computer? Education doesn't have to be amusing or easy. Thats the point of learning. Emotion isn't taken in to consideration when we are assigned homework.

Secondly, my reason for disagreeing with the valuability of this technology in a classroom is because looks are decieving. Let's say for example a stuent is doing perfectly well on their assessment and sees how much time has gone by. They are confused, but only for a second. This is sent to the instructor as a message of confusion on the topic. This has caused an unnessisary interuption on the assesment. Computers can't detect every emotion, and they surely can't detect where the cause of that emotion is coming from.

In contrast to my argument, one could say that for a computer, being able to tell emotions gives us an davantage. For example ""A classroom computer could recognize when a student is becoming confused or bored,"" as quoted in paragraph 6. I would argue that if a student is becoming confused then they should ask questions. Also, it is natural to not take interest in the lesson. Boredom is commom in school, but that should not impact the ability to learn.

In conclusion, the technology provides no real benefits to a classroom, neither to a student. Bringing this technology to a classroom would be a waste of time. Emotions are decieving in school and don't have to be acknowledged by a computer. This is why I believe the use of this technology to read the emotional expressions of students in a classroom is not valuable.",4
04d3f9c,"Venus is worthy pursit despite the damage it presents. Venus is worthy pursit despite the damage it presents because it was once the earths like planet in the solar system. Another reason is because Venus was once covered by oceans. The last reason is because they want to understand why no spaceship has ever made it to Venus to actually try to get samples and other stuff to study it.

Venus was once the earths like plante in the solar system. Scientists want to study venuse even though it dangers to see why its not like it use to be. The old venus was just like earth years ago but then it started changing with the years. In the passage it said that "" Astronomers are fascinatesx by Venus because it may well once have been the most Earths-like planet in out solar system"" (Paragraph 4, Sentence 2). This means that they are really into the thing that Venus was once like Earth. They want to keep studying it until they have something to compareit to Earth with.

Venus was once covered by oceans years ago. Another reason why sciantists want to study Venus is because Venus was once covered with bodies of water and want to see why that changed. In the passage it said that "" Long ago, Venus was probably covered largely with oceans and could have supported various forms of life, just like earth"" (paragraph 4, sentence 3). This means that they are really fasinated by the way that Venus just went from being bodies of water to having eruptions of volcanoes all the time and earthquakes, and lightning strikes. All these stuff have changed Venus completly and they want to figure out why.

Scientists want to understand why not one single spaceship has made it to Venus without falling apart. In the passage it says that "" Not a single spaceship has touched down on Venus in more than three decades"" (Passage 2, Sentance 6). This means that they have not been able to make any spaceship land on Venus. Maybe it could be the 97 percent of carbon dioxide blankets Venus has or the acid in the atmosphere that Venus has. All the spaceships have not survived the landing for more than a few hours. NASA is also working on other stuff so they can approach Venus such as electronics made of silicon carbide and has lasted for three weeks.

In conclusion people think that Venus is a worthy pursuit despite the danger it presents. One reason for that is because it was once the earths like planet in the solar system. Another reason is because Venus was once covered by oceans. The last reason is because they want to understand why no spaceship has ever made it to Venus to actually try to get samples and other stuff to study it.      ",4
04d409d,"Having driverless cars into our life is one less problem that we have to worry about in our daily life. It will help our life get so much easier, because you might not have to worry about fuel prices or driving to places when you're tired. Also it will help reduce the number of teenage's death, because most of the death of teen are cause by car crashed. It's good for those who travel a lot, because as a driver you don't have to drive all the way to the destination. By having Driverless Cars into our life, it'll save money, help reduce the cause of teenage death and it help to drive for you when you're tired and need to take a rest for a bit.

First of all, I think it's a great idea to have driverless car, because it helps reduced the death of teen. In American, almost most of the death of teenager are caused by texting while driving. Although many organizations tried to tell teenager to ""Stop Texting while Driving"", it is not effective, because in these day more teen are being pressure by technology whether it is in TV or Internet and they want to be cool. That's why having Driver less can help reduced the death rate. For example, if you're driving and text message pops up, you can let the car drive by itself and text. In paragraph 2, it said that the cars have been driven more than a million miles without a crash which mean that teens and young adult can let the car drive for a couple hours and text which can save their life. Not only does it can help reduced the car crash rate, it can also help you save money.

""The cars he foresees would use half the fuel of today's taxis and offer far more flexibility than bus."" If they do succeed on letting driverless car legal, it would help individual so much. Traveling is fun things but nowaday not many people travel or goes to roadtrip anymore because one of the main problem is that they don't have the expenses to paid for the fuel or spending too much on fuel can decrease the amount of money they can save. If they do secceeded on having the driverless car and the fuel cost less to use it, then it would be great for many people. More people will be able to save money. Not only that, it will greatly help with the growth of our economy.

Last but not least, the function of the car is beyond our senses, because not only does it drives by itself but it can also elert driver when someting is wrong. ""They can steer, accelerate, and brake themselves, but all are designed to notify the driver when the road ahead required human skill"" paragraph 7. In case of emergency whereas the car are not capable of functiong need the driver to take over, it can elert the driver to take over. Also in paragraph 7 it said, ""This necessitates the car being ready to quickly get the drive's attention whenever a problem occurs. GM has developed drive's seats that vibrate when vehicles is in danger of backing into an object"" So, when it required the drivers to drive, it can vibrate their seat to get their attention. I think it's a great idea to have that in it because it can prevent running into conflicts.

To conclude that having driverless car can help reduced the death of teenagers and young adult. The car can take over when people need to text or make a phone call, and it can drive for you when you're distracted by your surrounding that you can focus on the roads which can help reduced the chance you'll have accident. Not only that, it can help you save money. By spending less in the fuel, you can keep some change in your pocket. Also it can help drive for you when you got to sleep or take a nap if you're in long roadtrips. It support safety for the drivers, whereas the system elert the driver if the car encounter a problem and needed the driver to take over. That's why having driverless car can help our daily life and improved the way we live.",4
04da4bf,"Have you heard about FACS? Its full name is glory is ""the Facial Action Coding System"".It basically allows to tell which emotion the persons feeling. It seems like a great and wonderful device to have in work places and school places! I think we/they should have these devices in places that best need them! Like in and out the classroom.

I think its valuable because when your in a classroom teachers tend to ususally do a lesson even though all the students get bored out of their minds and end up not paying atention!! Same goes for doing a lesson on this computer, the classroom would be able to recognize the students emotions if the school had some of thses devices, but right now we don't because not all schools cant afford new high tech computers to recognize the childrens emotions! In the text it states

""A classroom computer could recognize when a studenr. Hat is becoming cinfused or bored,"" Dr. Huang predicts. ""Then it could modify the lesson, like an effective human instructure! With this it would probably take a while but easy t the same time, because there are so much combinations to this peice of technology! In the text it staes ""he facial expressions for each emotion are univeral,"" observes Dr. Huang, ""even though individuals often show varying degrees of expression"" (Like not smiling as broadly). This tells that there are so many emotions to decode! Now how this works is the computer constructs a 3-D computer model of your face and detects all your muscles in your face to determine what emotion your in. In the text so far states that Eckman has classifed 6 basic emotions and they are; happiness, suprise, anger, disgust, fear, and sadness.

Overall, this mechine would be most useful in classrooms because teachers and computer programs can change up so that the students would not be so bored and not pay attention! So they correct their lessons and can make it entertaining and fun for everyone!",3
04db8d6,"We have a Universe full of uncertainties and dangers. Since that is the case, should we just give up trying to discover new things? No, of course not, Then why should Venus be any different. It might be a risky and dangerous job but, this might also be a golden opportunity to, maybe find out connections between Venus and our Earth.

Astonomers believe that Venus used to be an Earth-like planet long ago. There are actual some features now on Venus that resmbles to Earth wiith familiar features such as valleys, mountains, and even craters. Furthermore, let us not forget the fact that Venus also sometimes is our nearest option for a plantery visit. That should be more than enough reason to try and study more of Venus. One day we might need that information, so better safe then sorry.

Lastly, even though is will be difficult scientist are already figuring out safer options to study Venus, like hovering over the planet to gather intel without a real big risk. And even getting electronics tested for Venus's harsh climate. It might be difficult but, where would we be if we just gave up trying to discover new things when things get tough.                 ",3
04dbd25,"Limiting car usage could come off as absurd to some people. They ask ""Why would I reduce my use of something that gets me to my desired destination the fastest?"" Despite the fact that cars appear to be more conveinient, the harm they do to the Earth far outweighs the benefits. Cars have become more and more prevelant in the entire world since World War II, as society has been built around the car and its ease of use. This unremitting usage of the car has resulted in a shocking amount of pollution to the Earth. The reduction of car usage is advantageous to the environment. Cars produce so much pollution, have a gradual decuction in use would have possitive effects on the environment.

The greatest advantage of limiting car usage is the positive effects it would have on the environment. It is common knowldge that the Earth is in a state of self-destruction, with humans pouring in incredible amounts of greenhouse gases into it. A high percentage of these harmuful emissions come from cars and other gas-powered vehicles. If car usage was limited, a much healthier Earth would result. According to the article ""In German Suburb, Life Goes On Without Cars"" passenger cars were responsible for 12 percent of grenhouse gas emissions in Europe, and nearly 50 percent in highly congested cities across the  United States. With this in mind, cutting these numbers down, even if only in half, would bring about such prosperity to the environemnt that benefits would soon be noticed. These figures show that the reduction of car usage is pivotal in the fight to protect the environment. Also in the article ""Paris Bans Driving Due to Smog"" it is said that car usage became so heavy in Paris that it developed insane amounts of smog, rivaling that of Beijing, which is one of the most polluted cities in the world. Clearly the root of the problem for Paris was the abundance of car usage, which once limited, reduced the smog greatly. This proves that cars can be a huge problem for the environment, but limiting the usage will have near immediate benefits. Again the environmental benefit of limiting car use is seen in the article ""The End of Car Culture."" The article states that a limit to car usage would ""have beneficial implications for carbon emissions and the environment, since transportation is the second largest source of America's eissions."" This article does not only say that cars are  large part of pollution, but it also directly claims that less usage would be good for the environment. Limiting car usage is very important to maintaining the Earth as it is now. It is gradually becoming more and more polluted, and the limiting of vehicle use can stop that.

Despite the convenience of the car, it is such a harm to the enironment that its limiting of usage is absolutely neccesary. Several exmaples point out that cars are one of the biggest means of pollution, as it seems everyone is always drving them. Limiting car usage is one of the best things that can be done to save the environement. It is obvious that the preservation of our planet is far more important than the convenience of turning a five minute walk into a short one minute trip. With the ecological benefits of the limit of car usage, this limit of usage is defnitly advantageous.                    ",4
04defeb,"Many people believe that this face on Mars was made by an Ancient Alian Race that once lived on Mars. This Face was discivered 25 Years ago on a space Expedition. Most NASA scientisis believe that this Face on Mars is a natural land form but, some believe that it is not natural and was formed by Alians. Many Scientists also think against the thought of the formation on Mars being made by an ancient civilization that lived on Mars. Scientists that are against the theory of the face being formed by Alians argue that there are formations on Earth that are also formed how the one on Mars was and that this is natural.

Many Scientisis believe that this is a natural landform because it is like some of the other landforms in the Western United States like the Butte in the Snake River Plain of Ohio. Scientists believe that both of these landforms were created by lava domes because the two formations are around the exact same height and are therefore believed to be created in the same and natural way.

Scientisis have been researching the Face on Mars for years abd have come up with a reasonal explination for why the Face on Mars was not created by Alians and is a natural land formation that is created the same way as some formations in the Western United States. Though Scientists would like to have proof that there was a race of martians that lived thousands of years ago there is logical information prooving that this was a natural formation that is also experienced on Western Regions of the United States.             ",2
04df837,"""The challenge of studying Venus"" is a very interesting story. In the story the author tells us a lot about Venus and its harsh conditions. The title describes the story very well. Venus seems like it would be very challenging to explore and the author gives many reasons why it would be so difficult. For some reason though he doesnt really list any benefits to exploring Venus.

Throughout the whole story the author is just making Venus sound like a horrible place. In the article he writes "" Even more challenging are the clouds of highly corrosive sulfuric acid in Venus's atmosphere."" Again he is describing Venus to sound like an awful place, so why would you want to explore it. Another good claim he makes is that, ""since no spacecraft survived the landing for more than a few hours.""

Why would you go explore Venus in a space craft if all of them were destroyed. If it where me i would not want to explore Venus, the author has given me plenty of reasons not to.

Throughout the story the author does list at least one benefit to exploring Venus. In the story he writes, "" it may well once have been the most Earth-like planet in our solar system."" Yes i can agree that would be a great reason to explore Venus, but here are the downsides to that. Venus now is not like Earth, it is more like a destroyed Earth. The author writes "" on the planets surface tempatures average over 800 degrees fahrenheit."" You cant even walk on the surface without burning up, how is this like Earth? The author also mentions,"" Venus was probaly covered largely with oceans."" All those oceans that may have been their are gone now. Why would we explore a destroyed Earth?

In conclusion the author does not give many benefits to exploring Venus. All he really did was list the benefits to why we shouldnt explore Venus. In my personal opinion if i where a scientest and somone read me this i would not want to explore Venus. In the end i do not believe the author makes a good case to explore Venus.",4
04e00f8,"this new computer system if it does come out for school it might be help for some of the kids. so when they are getting confused about a mth problem then dont have to raise there hand becuase some kids i know dont like to raise there hand when they are confused about the math problem, so if this comes out it will be able to help the student explame or show them differently so they can understand what is going on. this could also work if the students is at home doing homework and need help well it can help maybe showing them how to do it or taking them to a webister or video showing them what id happening because they cant assk the teacher for when they are home unless they email thee teacher which they might not email them right away. so this could be a good thing to try one some school across the country testing out how this works with students and see how the students react to this computers system.    ",2
04e1177,"Are driverless cars preparing us for good, or are they setting us up for failure? In my opinion driverless carsarent driverless cars. But they are a big part in our car building safety programs.

Lets think, if we didnt have driverless cars were we would we learn the safety of our vehicles in situations such as accidents, car fires and things in that category. I know every show that I have seen, that has to do with driverless cars has proved a big point, and I have learned something I needed to about car safety. But completly driverless cars are a problem. we cant have a car without at least one human looking over it to make sure it stops doing something that it doesnt need to at a reliable time. All the driverless cars we have today in age are fine, they work by technology and men but neither one by it's self. Driverless cars are a team thing between technology and men, we have to work togther for it all to work properly. Yea there will be mistakes in driverless car situations but remeber no one is perfect, we have to learn somewhere. we know there expensive, and they are risky but its really worth it.      ",2
04e1cec,"Have you ever been really bored of something, but your teacher in class can't tell? The Facial Action Coding system can be enabled on computers that can identify human emotions. There have been many scientists and researchers that are working on this so it can detect your emotions by the muscles in your body. It is kind of like when you are trying to detect a friends emotion because you can tell how they are feeling.

Imagine this a system that can read your emotions based on your facial expressions that is based off of facial muscles. This is something we already kind of do when we try to tell a friends facial expressions. This is something that we humans should be happy to have we hate being bored and a computer would be able to tell that we are, so it would never play that video or ad again which would make it would modify the lesson for each person according to Huang. Also if you really liked that video or ad that was just played they would play simliar ones to it.

Dr. Huang also explains that most communication is non verbal in fact most of our communication is non verbal.

So, what is the Facial Action Coding System you might be thinking. Well the facial action coding system is a computer that constructs a 3d model of each persons face. This must take a while since we do have 44 major muscles in our face. This computer is basically supposed to be able to detect at least the 6 main basic emotions. Happiness, surprise, anger, disgust, fear, and sadness. The machine can do so by it can tell the characteristic movements of each facial muscle. The article describes like when you raise your eyebrows you show surpise and when the muscles around your lips it shows anger. This can be benificial in a lot of ways especially when it can tell that you don't like something. Also humans might try to guess facial traits, but we can't describe each facial trait someone has.

Surely you are thinking that a machine can't detect somebodies emotions, but it could detect that the Mona Lisa she was 83% happy, 9% disgusted,6% fearful, and

2% angry. The machine might have some faults at first, but surely if they can make something like that they could improve it. This could be what humans need something or somebody that actually knows how we feel. If that's not convincing if we have psychologists that can detect our emotions based on our smile why can't they help the people coding these machines and get everything right.

In conclusion, is there a machine that can detect our feeling. There could be something or someone that can help in the near future, but currently this is just a project. This is something that could be in the future that will replace our current computers and/ or our smartphones. This is a start to something that could reveal al lot about us, our faces, and our emotions. ",3
04e6cd8,"""The Face""

Have you ever saw something so strange you just had to get a picture of it?! Well if you have, ive done the same! It all started 25 years ago around Mars!

Mission controllers back at the Jet Propulison Lab had to be really suprised of what we have found on Mars. As NASA's Viking 1 spacecraft was circling aound Mars and found a figure similar to a human face, believe me when i say it, Yes a human face!!!Although scientists found out it was just an Martian Mesa, i still find it pretty cool!

A few days after the photo's were taken, NASA has decided to show everyone and let everyone know about this Matian mesa.The caption resembled a human head. The author thought it would be a good idea to attract attention to mars, and it slowly, but surely did!

The human face like structure has became a pop icon, it has appeared in many places and thing such as a film, magazines, talk shows, apppeared in some books, it even made it to the grocery sotre checkout lines ofr 25 years!!That is a really big deal for just a structure on mars!!Certain people thought the face is bona fide evidence of life on mars, which is there own opinion.

Global Surveyor as known as (MGS) went ot the Red Planet on September 1997, 18 long years after the Vikings missions ended. On April 5,1998 Michael M. and his Mars Orbiter camerea as known as (MOC) snapped a picture 10 times better then the Vikings!!Also for the first

time, Mars Global Surveyor flow over Cydonia. Come to find out, there was no alien monument after al!But no everyone was satisfied with this photo.

The camera was really bad considering it had to go through wispy clouds just to see the face.Mission controllers prepaired to look at it again.After a while Mars Global Surveyor drew close enough for a 2nd look on april 8, 200l. What the picture really had shown was a Martian equivalent to a butte or mesa, they have all been fooled.",2
04ea96d,"presidents are elected every four years. Some presidents make changes some presidents don't, society  strongly believes any president elected should make good changes. Any citizen from any state want's the president elected to make a difference, thats clearly one of the presidens duites. Presidents sometimes do not compensate for the mistakes they make that they're not supposed to make. Citizens votes should be the votes counted for electing presidents and not couted for electing electors.

To begin with, most presidnets elected most of the time make no difference and citizens are not content. Presidents have many duties to complete and of them is to make changes and make the world a better place for all citizens. in the article ""In defense of the electoral college: Five reasons to keep our despised method of choosing the president"" by Richard A. Posner he states ""when you vote for a presidential candidate you're actually voting for a slate of electors"" what the author clearly states is that society is not voting for a presidential candidate but for a slate of electors. This is why most of the time society is not content with the president chosen and bad changes are made. Citizens are the ones who live in this country so they should be the one's who's votes are counted for electing presidents so that they do not suffer the next four years.

To continue, some presidential candidates intentions to society are harmful and do not help them in anyway possible. Presidents intentions while on their four years of being presidents are supposed to help society and make their life easier and not worse. In the article ""The Indefensible Electoral Collage: Why even the best-laid defenses of the system are wrong"" by Bradford Plumer he states ""can voters control whom their electors vote for? Not always. Do voters sometimes get confused about the electors and vote for the wrong candidate? Somtimes."" this quote shows that not only is society not voting for the presidential candidate they are in favor of but they cant even control who their electors vote for sometimes. Citizens in anyway possible can not vote for the presidential candidate they are in favor of so that means society will not be content for four years and changes will be made that will make their lifes harder and some priveliges will be taken away if the presidents intentions are not helpful. Society will be living in hell in other words.

furthermore,                            ",3
04ec9a4,"Have you ever thought about participating in the Seagoing Cowboys program? It's every fun, it allowed me to go on adventures and vist unique places like Greece, Venice, Italy, and I even toured an excavated castle in Crete and marveled at the Panama Canal on my way to China. There are also others things to do besides go to different places when you participate in the Seagoing Cowboys program. Even though you get free time there is also work to do. When my friend Don Reist invited me to go to Europe on a cattle boat I just couldn't say no, I knew it was going to be an opportunity of a lifetime. Let me give you some reason on why you should join.

Like i said before there are others things you have to do when participating in the Seagoing Cowboys program. One thing is you have to take care animals. Everytime I found it fun taking care of the animals, especially on when I returned from trips and the animals had been unloaded. There were different types of animals on board like horses, young cows, and mules that were shipped oversea. Once there was even a cargo with 335 horses plus enough hay and oats to feed them.

My next reason is you also get to play games on the ship. The cowboys and I played baseball, volleyball games, table-tennis, fencing, boxing, reading, and whittling. These games helped us pass time when we didnt have work to do. Sometimes we would even play games in the empty holds where animals had been housed. We would even have different types of tournaments.

The most important and my last reason is that while in the Seagoing Cowboys we had to help different people with things. We had to help them with animals, food, and we had to help on the ship. There were many things we had to do on the ship like be watchmen, check the animals every hour, and make an hourly report to the captain. There is a lot of work you have to put in into being a Seagoing Cowboys even if you do get hurt. But it will be all worth it in the end.

I hope you decide to become a Seagoing Cowboy. It was very fun for me, so if i had fun being one then I feel like you will to. You will have a lot of fun trust me. ",3
04ef8ff,"After reading the article ""Driverless Cars Are Coming"" it made me inclined to think that a driverless car would be a benefical thing to have. They could potentally reduce driver made accidents and make the roads run safer and smoother than they do today.

Some people may believe that driverless cars are dangerous, but they may not realize that safety is one of the major concerns that manufacturers have. They still plan on having the driver maintain alert and ready to take control of the car if needed. In paragraph 7, the writing states that, ""They can steer, accelerate, and brake themselves, but all are designed to notify the driver when the road ahead requires human skills, such as navigating through work zones and around accidents."" This leads me to believe that these cars are safe.

There are still some issues involving the driverless cars. Such as figuring out who is at fault if there is an accident. Would the driver in the car or would the manufacturer of the car be held responsible? These are good questions, but the writing says that, ""Automakers are continuing their work on the assumption that the problems ahead will be solved."" Which means that chances are the laws will change and the people will decide what the future laws of the driverless cars will be.

In conclusion, I believe that driverless cars are going to be made no matter what. The car manufacturers are continuing to make imporvements to the cars sensors and computers everyday. The article even says that, ""Mercedes-Benz, Audi, and Nissan plan to have cars that can drive themselves by 2020."" So, driverless cars are going to happen, and they are going to happen soon.",3
04f1fc3,"First,If i was a scientist at NASA talking to others about them truly believing the Face wasn't created by aliens. I would tell them aliens are not real in the world we live in today. I would also tell them that if aliens was real they would not be able to create Faces. I would also ask them what made you believe aliens create the Face. I would wait for everyone to respone to my question.

Second,I would tell them that i truly dont think that aliens can create things like that in any way possible. I would also try to persuade them to believe what i believe such as aliens are not real at all. I would be trying to figure what they are saying .I would then ask what facts do they have to prove that aliens can create faces. Conclusion,I would have facts to prove my point such as it's a human head and it has a nose,mouth,eyes so their is no way possible an alien could of made the Face.  ",1
04f47a5,"In ""The Challenge of Exploring Venus,"" the author includes many benefits and dangers that come with exploring Venus. Venus is known for its uninhabitable atmosphere and environment, but scientists believe that long ago Venus was the planet most similar to Earth. In this article, the author believes that humans should go beyond the limits of dangers and supports his or her idea well with inspiring points that motivate anyone to look past the boundaries. The author lists the extreme dangers of Venus, and then answers why scientists are so set on exploring it.

The author first regards the dangers of Venus. The author explains the problem to finish with a promising solution. The author gives dreadful facts that prove the planet is extremely inhospitable for any human and even some space crafts. The author states, ""These conditions are far more extreme than anything humans encounter on Earth; such an environment would crush even a submarine accustomed to diving to the deepest parts of our oceans and would liquefy many metals,"" The author does not say this to frighten anyone but to blunty state what the NASA scientists are up against.

Further into the article, the author answers the important question ""why?"" Why would anyone want to put themselves at these risks? Why is Venus worth all of the trouble? The answer is, ""Astronomers are fascinated by Venus because it may well once have been the most Earth-like planet in our solar system."" The author wants people to realize that Venus has the potential to be almost identical to Earth, but the author also includes that scientists cannot be certain without further exploration. The potential of Venus being another part of our world is certainly going to excite many astronaunts and explorers to go make it certain.

Venus has the potential to hold an exciting new world, but the dangers astronaunts and scientists must face are lethal. The author paints a new possibility in this article by describing the potential Venus could hold. This article clearly shows how the author informs about the dangers of Venus but then answers why the scientists are to eager to get to know this planets. With the way the author gives inspiring points about exploring this planet, anyone can look past the dangers and see a new world.  ",4
04f8928,"In my opinion , driverless cars shouldn't be a thing . Why? ,because what if the car malfunctions and swerves off the road into oncoming traffic. Electronics and things tend to malfunction alot and Driverless Cars is risking the life of people .

Driverless cars are for the lazy people, they're for people who don't wanna drive they just want to sit back and let the car drive for them. If that was the case they wouldn't have gotten their license to drive. In the future licenses wouldn't be a thing if driverless cars are around , there's no need for one if the car just lets you sit there and watch it drive every where,that's just wasted time to get your permit then wait a few months and then get your license for driving.

Before putting any real driverless cars into the real world they should round alot of tests , because they should want everything perfect no messups or anything because that can be very dangerous if the cars system isn't programmed right or anything . That is a risk to lives of people who decide to buy them",2
04fcfb0,"A commonly known and disputed topic is the ""Face on Mars."" You may believe that what is known as the ""Face"" is actually a formation created by aliens. Pictures from twenty-five years ago show the ""shadowy likeness"" of a human face. If you believe that the nearly two mile formation was staring back at the cameras was a face, the main reason this formation could not possibly be a formation of a face created by another life form on a different planet is because there is no scientific evidence of aliens to be discovered.

The Face has recieved national recognition as being a representative for most pop icons, Hollywood films, books, magazines, and radio talk shows. But because the Face is a popular icon, the way the face is portrayed to have been created and used for has been taken out of context by audiences around the world. Spin-off series about the Face and aliens have promoted the idea that aliens are real, although there is no scientific evidence to be found. The media that used the Face has promoted audiences to believe that the Face is actually a formation made by aliens, as a way to keep their audiences interested and to make more incom by their audiences believing their predictions of aliens.

As a result of the majority of people believing that the Face was an alien artifact, NASA decided to fly over the formation again to take a new picture using an updated camera that was ten times sharper than the camera used originally to take the first pictures, in order to investigate if he formation was really made and occupied by an alien life form. The new pictures concluded that

what seemed to be an alien life form was actually just an actual landform. Yes, there may be different and unusual kinds of makrings on the land form because it is located on a different planet where there are different conditions occurring.

What has now been proven to show that the Face is a natual landform is that the landform is the Martian equivalent of a buttle, which are landforms common around the American West.

Whether you believe or don't believe that the landform on the Red Planet is made by aliens, there is more authentic evidence that is relevent to showing that the landform is just a natural occurrence, rather than evidence presented by science fiction enthusiasts. Although the formation may seem to have the appearance of a face, there are also many natural objects on Earth that have the appearances of faces too. So, making assumptions because of a conspiracist's predictions does not automatically make your assumption correct.   ",4
